plant.sp,bird.sp,source,foraging.behaviour,fruitstime,gape.width,frdiam,frmass
Copaifera_langsdorffii,Pitangus_sulphuratus,Gondim_(2002),gulper,2,16.35,9,0.68
Copaifera_langsdorffii,Cyanocorax_chrysops,Gondim_(2002),gulper,2,19.5,9,0.68
Cupania_vernalis,Thamnophilus_doliatus,Gondim_(2002),gulper,2,NA,8.75,0.52
Davilla_elliptica,Casiornis_rufus,Gondim_(2002),gulper,2,10.16,5.5,0.08
Davilla_elliptica,Tangara_cayana,Gondim_(2002),masher,2,8.65,5.5,0.08
Didymopanax_vinosum,Thraupis_sayaca,Gondim_(2002),masher,2,12,6,NA
Doliocarpus_dentatus,Mimus_saturninus,Gondim_(2002),gulper,2,12.15,6.317807018,0.118333333
Doliocarpus_dentatus,Empidonomus_varius,Gondim_(2002),gulper,2,11.5,6.317807018,0.118333333
Ficus_calyptroceras,Turdus_amaurochalinus,Ragusa-Netto,gulper,2,12.48,10.1,NA
Ficus_calyptroceras,Psarocolius_decumanus,Ragusa-Netto,gulper,2,20.37,10.1,NA
Hebepetalum_humiriifolium,Querula_purpurata,Parrado-Rosselli_and_Amaya-Espinel,gulper,2,NA,4.5,NA
Miconia_albicans,Cyanocorax_chrysops,Gondim_(2002),gulper,2,19.5,7.62,0.195
Miconia_albicans,Tangara_cayana,Gondim_(2002),masher,2,8.65,7.62,0.195
Miconia_albicans,Myiodynastes_maculatus,Gondim_(2002),gulper,2,15.92,7.62,0.195
Miconia_albicans,Thamnophilus_punctatus,Gondim_(2002),gulper,2,NA,7.62,0.195
Miconia_chamissois,Thraupis_palmarum,Am?ncio_&_Melo_(2008),masher,2,12,5.4,0.1
Miconia_prasina,Dacnis_cayana,Correia_(1997),masher,2,8.03,6.509425,0.15575
Ouratea_castanaefolia,Tyrannus_melancholicus,Gondim_(2002),gulper,2,14.63333333,5.8,0.08
Palicourea_marcgravii,Lathrotriccus_euleri,Gondim_(2002),gulper,2,8.785714286,7.7,0.19
Palicourea_marcgravii,Tangara_cayana,Gondim_(2002),masher,2,8.65,7.7,0.19
Pera_glabrata,Conirostrum_speciosum,Gondim_(2002),masher,2,7.5,3.7075,0.0255
Pera_glabrata,Thraupis_sayaca,Gondim_(2002),masher,2,12,3.7075,0.0255
Roucheria_columbiana,Cotinga_cayana,Parrado-Rosselli_and_Amaya-Espinel,gulper,2,16.9,6.5,NA
Rubus_imperialis,Elaenia_strepera,Blendinger,gulper,2,13.1,14,1.06
Savia_dictiocarpa,Turdus_leucomelas,Gondim_(2002),gulper,2,14.1125,5.6,0.05
Styrax_pohlii,Serpophaga_subcristata,Gondim_(2002),gulper,2,NA,7.2,0.27
Tabernaemontana_fuchsaefolia,Vireo_olivaceus,Gondim_(2002),gulper,2,10.23571429,6.6,0.16
Tabernaemontana_fuchsaefolia,Myiozetetes_similis,Gondim_(2002),gulper,2,12.86666667,6.6,0.16
Virola_sebifera,Cyanocorax_chrysops,Gondim_(2002),gulper,2,19.5,10.25,0.75
Virola_sebifera,Thraupis_sayaca,Gondim_(2002),masher,2,12,10.25,0.75
Xylopia_aromatica,Vireo_olivaceus,Gondim_(2002),gulper,2,10.23571429,4.3,0.710666667
Xylopia_aromatica,Coereba_flaveola,Gondim_(2002),masher,2,5.922222222,4.3,0.710666667
Xylopia_aromatica,Turdus_amaurochalinus,Gondim_(2002),gulper,2,12.48,4.3,0.710666667
Xylopia_aromatica,Cyclarhis_gujanensis,Gondim_(2002),gulper,2,11.1,4.3,0.710666667
Struthanthus_concinnus,Phyllomyias_fasciatus,Guerra_e_Marini_(2002),gulper,1.985815603,6.733333333,3.98,0.06
Talauma_ovata,Dryocopus_lineatus,Cazetta_et_al._(2002),gulper,1.97574124,17.62,7.3,NA
Miconia_irwinii,Elaenia_cristata,Guerra_et_al_(2017),gulper,1.965517241,12,NA,NA
Alchornea_glandulosa,Empidonomus_varius,Pascotto_(2006),gulper,1.960784314,11.5,4.4,0.075
Miconia_albicans,Volatinia_jacarina,Allenspach_e_Dias_(2012),masher,1.945378151,7.8,7.62,0.195
Eugenia_uniflora,Saltator_similis,Colussi_e_Prestes_(2011),masher,1.939655172,12.05,18.95,0.76
Alchornea_glandulosa,Camptostoma_obsoletum,Pascotto_(2006),gulper,1.937984496,7.08125,4.4,0.075
Didymopanax_vinosum,Tangara_cayana,Gondim_(2002),masher,1.9375,8.65,6,NA
Doliocarpus_dentatus,Thraupis_sayaca,Gondim_(2002),masher,1.9375,12,6.317807018,0.118333333
Myrsine_coriacea,Ramphocelus_bresilius,Correia_(1997),masher,1.935483871,11.73061224,3.262,0.025558333
Morus_rubra,Turdus_migratorius,Jackson_and_Kannan,gulper,1.9,13,10,NA
Alchornea_glandulosa,Tyrannus_melancholicus,Pascotto_(2006),gulper,1.898734177,14.63333333,4.4,0.075
Tapirira_guianensis,Thraupis_sayaca,Gondim_(2002),masher,1.894736842,12,9.1,0.58
Ocotea_pulchella,Turdus_leucomelas,Francisco_e_Galetti_(2002),gulper,1.882845188,14.1125,6.153,0.192816667
Alchornea_glandulosa,Pitangus_sulphuratus,Pascotto_(2006),gulper,1.864,16.35,4.4,0.075
Nectandra_megapotamica,Turdus_rufiventris,Krugel_et_al._(2006),gulper,1.863354037,14.50625,8.700666667,1.851266667
Nectandra_megapotamica,Pitangus_sulphuratus,Krugel_et_al._(2006),gulper,1.851851852,16.35,8.700666667,1.851266667
Miconia_irwinii,Mimus_saturninus,Guerra_et_al_(2017),gulper,1.85106383,12.15,NA,NA
Trichilia_pallida,Pitangus_sulphuratus,Gondim_(2002),gulper,1.846153846,16.35,7.6,0.47
Alchornea_glandulosa,Tyrannus_melancholicus,Zimmermann_(1996),gulper,1.831168831,14.63333333,4.4,0.075
Xylopia_sericea,Dacnis_cayana,Correia_(1997),masher,1.827956989,8.03,7.4,NA
Podocarpus_parlatorei,Elaenia_parvirostris,Blendinger,gulper,1.81,10,6,0.15
Nectandra_megapotamica,Tangara_preciosa,Krugel_et_al._(2006),masher,1.803278689,NA,8.700666667,1.851266667
Aegiphyla_sellowiana,Saltator_maximus,Correia_(1997),masher,1.800766284,12.7,7.1,NA
Xylopia_aromatica,Tyrannus_melancholicus,Gondim_(2002),gulper,1.8,14.63333333,4.3,0.710666667
Laurus_nobilis,Turdus_merula,Hampe_2003,gulper,1.79,13.5,NA,NA
Myrsine_coriacea,Vireo_olivaceus,Francisco_e_Galetti_(2001),gulper,1.785714286,10.23571429,3.262,0.025558333
Ouratea_castanaefolia,Myiozetetes_similis,Gondim_(2002),gulper,1.785714286,12.86666667,5.8,0.08
Piptocarpa_leprosa,Cyanocorax_chrysops,Gondim_(2002),gulper,1.777777778,19.5,NA,NA
Pera_glabrata,Tangara_cayana,Francisco_et_al._(2007),masher,1.776699029,8.65,3.7075,0.0255
Cupania_vernalis,Vireo_olivaceus,Gondim_(2002),gulper,1.769230769,10.23571429,8.75,0.52
Cytharexylum_myrianthum,Pitangus_sulphuratus,Correia_(1997),gulper,1.755725191,16.35,8.3,NA
Euterpe_edulis,Procnias_nudicollis,C?rtes_(2003),gulper,1.751879699,22.2,13.3575,1.4475
Cupania_vernalis,Nemosia_pileata,Gondim_(2002),masher,1.75,NA,8.75,0.52
Miconia_albicans,Conirostrum_speciosum,Gondim_(2002),masher,1.75,7.5,7.62,0.195
Ocotea_corymbosa,Vireo_olivaceus,Gondim_(2002),gulper,1.75,10.23571429,5.7,0.18
Aegiphyla_sellowiana,Megarynchus_pitangua,Correia_(1997),gulper,1.737967914,18,7.1,NA
Podocarpus_parlatorei,Turdus_rufiventris,Blendinger,gulper,1.73,14.50625,6,0.15
Miconia_prasina,Tachyphonus_coronatus,Correia_(1997),masher,1.720779221,9.77,6.509425,0.15575
Podocarpus_parlatorei,Thraupis_sayaca,Blendinger,masher,1.72,12,6,0.15
Podocarpus_parlatorei,Chlorospingus_ophthalmicus,Blendinger,masher,1.71,9,6,0.15
Miconia_albicans,Pitangus_sulphuratus,Allenspach_e_Dias_(2012),gulper,1.700440529,16.35,7.62,0.195
Eugenia_uniflora,Thraupis_sayaca,Lamberti_et_al._(2012),masher,1.7,12,18.95,0.76
Roucheria_columbiana,Phoenicircus_nigricollis,Parrado-Rosselli_and_Amaya-Espinel,gulper,1.7,NA,NA,NA
Xylopia_aromatica,Tangara_cayana,Gondim_(2002),masher,1.7,8.65,4.3,0.710666667
Miconia_albicans,Dacnis_cayana,Correia_(1997),masher,1.684210526,8.03,7.62,0.195
Euterpe_edulis,Turdus_flavipes,C?rtes_(2003),gulper,1.675,13.21818182,13.3575,1.4475
Alchornea_glandulosa,Dacnis_cayana,Pascotto_(2006),masher,1.670050761,8.03,4.4,0.075
Aegiphyla_sellowiana,Manacus_manacus,Correia_(1997),gulper,1.666666667,10.5826087,7.1,NA
Alchornea_glandulosa,Pachyramphus_validus,Pascotto_(2006),gulper,1.666666667,15.2125,4.4,0.075
Cytharexylum_myrianthum,Megarynchus_pitangua,Correia_(1997),gulper,1.666666667,18,8.3,NA
Ilex_cerasifolia,Turdus_leucomelas,Gondim_(2002),gulper,1.666666667,14.1125,4.9,0.06
Myrcia_castrensis,Dacnis_cayana,Gondim_(2002),masher,1.666666667,8.03,6.6,0.16
Ocotea_corymbosa,Tityra_cayana,Gondim_(2002),gulper,1.666666667,10.9,5.7,0.18
Savia_dictiocarpa,Pachyramphus_validus,Gondim_(2002),gulper,1.666666667,15.2125,5.6,0.05
Putranjiva_roxburghii,Psilopogon_virens,Blendinger,masher,1.66,23.08333333,NA,NA
Xylopia_sericea,Vireo_olivaceus,Correia_(1997),gulper,1.655629139,10.23571429,7.4,NA
Alchornea_glandulosa,Thraupis_sayaca,Zimmermann_(1996),masher,1.642384106,12,4.4,0.075
Ocotea_corymbosa,Casiornis_rufus,Gondim_(2002),gulper,1.625,10.16,5.7,0.18
Cinnamomum_glanduliferum,Thraupis_sayaca,Blendinger,masher,1.62,12,10,NA
Podocarpus_parlatorei,Atlapetes_fulviceps,Blendinger,masher,1.61,6,6,0.15
Amomyrtella_guilii,Catharus_ustulatus,Blendinger,gulper,1.6,11.1,10.6,NA
Lantana_camara,Parus_major,Ramaswami_et_al.,masher,1.6,NA,5.285,0.084
Schinus_terebinthifolius,Parula_pitiayumi,de_Jesus_e_Monteiro-Filho_(2007),gulper,1.58778626,6.2,5.1,NA
Nectandra_megapotamica,Megarynchus_pitangua,Krugel_et_al._(2006),gulper,1.587301587,18,8.700666667,1.851266667
Michelia_champaca,Patagioenas_picazuro,Oliveira_et_al._(2013),gulper,1.581027668,NA,8.5,NA
Miconia_irwinii,Schistochlamys_ruficapillus,Guerra_et_al_(2017),masher,1.565217391,11.7,NA,NA
Virola_sebifera,Turdus_leucomelas,Gondim_(2002),gulper,1.555555556,14.1125,10.25,0.75
Allophylus_edulis,Chlorospingus_ophthalmicus,Blendinger,masher,1.54,9,9.533,0.455
Talauma_ovata,Turdus_rufiventris,Cazetta_et_al._(2002),gulper,1.536312849,14.50625,7.3,NA
Nectandra_megapotamica,Turdus_albicollis,Krugel_et_al._(2006),gulper,1.534090909,12.51891892,8.700666667,1.851266667
Ouratea_castanaefolia,Dacnis_cayana,Gondim_(2002),masher,1.533333333,8.03,5.8,0.08
Tapirira_guianensis,Tangara_cayana,Gondim_(2002),masher,1.526315789,8.65,9.1,0.58
Alchornea_glandulosa,Vireo_olivaceus,Pascotto_(2006),gulper,1.516129032,10.23571429,4.4,0.075
Copaifera_langsdorffii,Myiozetetes_similis,Motta-Jr_e_Lombardi_(1990),gulper,1.515151515,12.86666667,9,0.68
Eugenia_uniflora,Hylophilus_poicilotis,Lamberti_et_al._(2012),gulper,1.515151515,10.1,18.95,0.76
Myrsine_coriacea,Sporophila_caerulescens,Pascotto_(2007),masher,1.515151515,6.2,3.262,0.025558333
Vassobia_breviflora,Thlypopsis_sordida,Palacio_et_al.,masher,1.51,9.628333333,9.96,0.7784
Trema_micrantha,Dacnis_cayana,Correia_(1997),masher,1.507936508,8.03,3.366666667,0.019
Nectandra_megapotamica,Tityra_cayana,Krugel_et_al._(2006),gulper,1.503759398,10.9,8.700666667,1.851266667
Doliocarpus_dentatus,Pachyramphus_validus,Gondim_(2002),gulper,1.5,15.2125,6.317807018,0.118333333
Ficus_calyptroceras,Icterus_pyrrhopterus,Ragusa-Netto,masher,1.5,7.87,10.1,NA
Lacistema_hasslerianum,Tangara_cayana,Gondim_(2002),masher,1.5,8.65,5.85,0.115
Miconia_ligustroides,Thraupis_sayaca,Gondim_(2002),masher,1.5,12,5.715,0.105
Morus_rubra,Bombycilla_cedrorum,Jackson_and_Kannan,gulper,1.5,6.5,10,NA
Ocotea_corymbosa,Elaenia_flavogaster,Gondim_(2002),gulper,1.5,10.7,5.7,0.18
Savia_dictiocarpa,Vireo_olivaceus,Gondim_(2002),gulper,1.5,10.23571429,5.6,0.05
Xylopia_aromatica,Conirostrum_speciosum,Gondim_(2002),masher,1.5,7.5,4.3,0.710666667
Xylopia_aromatica,Cyanocorax_chrysops,Gondim_(2002),gulper,1.5,19.5,4.3,0.710666667
Alchornea_glandulosa,Myiarchus_swainsoni,Pascotto_(2006),gulper,1.48603352,11.35,4.4,0.075
Michelia_champaca,Mimus_saturninus,Oliveira_et_al._(2013),gulper,1.485148515,12.15,8.5,NA
Miconia_albicans,Ramphocelus_bresilius,Correia_(1997),masher,1.476510067,11.73061224,7.62,0.195
Michelia_champaca,Tyrannus_melancholicus,Oliveira_et_al._(2013),gulper,1.471698113,14.63333333,8.5,NA
Ocotea_pulchella,Mimus_saturninus,Francisco_e_Galetti_(2002),gulper,1.470588235,12.15,6.153,0.192816667
Alchornea_triplinervia,Vireo_olivaceus,Correia_(1997),gulper,1.46627566,10.23571429,7.15,0.25
Miconia_irwinii,Camptostoma_obsoletum,Guerra_et_al_(2017),gulper,1.465116279,7.08125,NA,NA
Aegiphyla_sellowiana,Cnemotriccus_fuscatus,Correia_(1997),gulper,1.463414634,9.26,7.1,NA
Ocotea_corymbosa,Pachyramphus_validus,Gondim_(2002),gulper,1.461538462,15.2125,5.7,0.18
Phoradendron_selloi,Euphonia_chlorotica,Gondim_(2002),masher,1.44,7.07,1.8,0.013
Cupania_vernalis,Thraupis_sayaca,Blendinger,masher,1.43,12,8.75,0.52
Cytharexylum_myrianthum,Elaenia_flavogaster,Correia_(1997),gulper,1.428571429,10.7,8.3,NA
Ouratea_castanaefolia,Turdus_leucomelas,Gondim_(2002),gulper,1.428571429,14.1125,5.8,0.08
Siparuna_guianensis,Pitangus_sulphuratus,Gondim_(2002),gulper,1.428571429,16.35,3.9,0.03
Pera_glabrata,Thraupis_sayaca,Francisco_et_al._(2007),masher,1.418803419,12,3.7075,0.0255
Cupania_vernalis,Empidonomus_varius,Blendinger,gulper,1.4,11.5,8.75,0.52
Ficus_calyptroceras,Thraupis_sayaca,Ragusa-Netto,masher,1.4,12,10.1,NA
Hebepetalum_humiriifolium,Cotinga_cayana,Parrado-Rosselli_and_Amaya-Espinel,gulper,1.4,16.9,4.5,NA
Morus_rubra,Mimus_polyglottos,Jackson_and_Kannan,gulper,1.4,12.15,10,NA
Podocarpus_parlatorei,Pipraeidea_melanonota,Blendinger,masher,1.4,9.3,6,0.15
Trattinnickia_lawrencei,Querula_purpurata,Parrado-Rosselli_and_Amaya-Espinel,gulper,1.4,NA,NA,NA
Guarea_guidonia,Ramphocelus_bresilius,Correia_(1997),masher,1.388888889,11.73061224,11,12.85
Podocarpus_parlatorei,Pachyramphus_validus,Blendinger,gulper,1.36,15.2125,6,0.15
Ocotea_pulchella,Turdus_amaurochalinus,Francisco_e_Galetti_(2002),gulper,1.357466063,12.48,6.153,0.192816667
Myrcia_castrensis,Turdus_leucomelas,Gondim_(2002),gulper,1.352941176,14.1125,6.6,0.16
Pera_glabrata,Pitangus_sulphuratus,Gondim_(2002),gulper,1.352941176,16.35,3.7075,0.0255
Talauma_ovata,Mimus_saturninus,Cazetta_et_al._(2002),gulper,1.351351351,12.15,7.3,NA
Miconia_albicans,Schistochlamys_ruficapillus,Allenspach_e_Dias_(2012),masher,1.339285714,11.7,7.62,0.195
Guarea_guidonia,Dacnis_cayana,Correia_(1997),masher,1.336898396,8.03,11,12.85
Alchornea_glandulosa,Turdus_amaurochalinus,Pascotto_(2006),gulper,1.333333333,12.48,4.4,0.075
Alchornea_glandulosa,Vireo_olivaceus,Zimmermann_(1996),gulper,1.333333333,10.23571429,4.4,0.075
Davilla_elliptica,Dacnis_cayana,Gondim_(2002),masher,1.333333333,8.03,5.5,0.08
Eugenia_uniflora,Thraupis_sayaca,Colussi_e_Prestes_(2011),masher,1.333333333,12,18.95,0.76
Miconia_ligustroides,Hemitriccus_margaritaceiventer,Allenspach_et_al._(2012),gulper,1.333333333,5.8,5.715,0.105
Allophylus_edulis,Pipraeidea_melanonota,Blendinger,masher,1.33,9.3,9.533,0.455
Talauma_ovata,Dacnis_cayana,Cazetta_et_al._(2002),masher,1.326086957,8.03,7.3,NA
Alchornea_glandulosa,Tangara_cayana,Pascotto_(2006),masher,1.315789474,8.65,4.4,0.075
Euterpe_edulis,Procnias_nudicollis,Castro_(2003),gulper,1.315789474,22.2,13.3575,1.4475
Talauma_ovata,Thraupis_sayaca,Cazetta_et_al._(2002),masher,1.31147541,12,7.3,NA
Davilla_elliptica,Thraupis_sayaca,Gondim_(2002),masher,1.3,12,5.5,0.08
Ficus_calyptroceras,Trogon_curucui,Ragusa-Netto,gulper,1.3,17.535,10.1,NA
Morus_rubra,Catharus_ustulatus,Jackson_and_Kannan,gulper,1.3,11.1,10,NA
Morus_rubra,Dumetella_carolinensis,Jackson_and_Kannan,gulper,1.3,11.25,10,NA
Rudgea_viburnoides,Tangara_cayana,Gondim_(2002),masher,1.3,8.65,6.55,0.305
Styrax_pohlii,Turdus_leucomelas,Gondim_(2002),gulper,1.3,14.1125,7.2,0.27
Podocarpus_parlatorei,Atlapetes_citrinellus,Blendinger,masher,1.29,9,6,0.15
Doliocarpus_dentatus,Dacnis_cayana,Gondim_(2002),masher,1.285714286,8.03,6.317807018,0.118333333
Myrcia_castrensis,Thraupis_sayaca,Gondim_(2002),masher,1.285714286,12,6.6,0.16
Michelia_champaca,Turdus_leucomelas,Oliveira_et_al._(2013),gulper,1.28313253,14.1125,8.5,NA
Michelia_champaca,Empidonomus_varius,Oliveira_et_al._(2013),gulper,1.282051282,11.5,8.5,NA
Trema_micrantha,Cnemotriccus_fuscatus,Correia_(1997),gulper,1.282051282,9.26,3.366666667,0.019
Prunus_myrtifolia,Penelope_superciliaris,Gondim_(2002),gulper,1.275,25,8.8,0.28
Michelia_champaca,Turdus_amaurochalinus,Oliveira_et_al._(2013),gulper,1.274285714,12.48,8.5,NA
Myrsine_coriacea,Elaenia_flavogaster,Correia_(1997),gulper,1.271186441,10.7,3.262,0.025558333
Nectandra_megapotamica,Myiarchus_swainsoni,Krugel_et_al._(2006),gulper,1.262135922,11.35,8.700666667,1.851266667
Alchornea_glandulosa,Tachyphonus_coronatus,Pascotto_(2006),masher,1.25,9.77,4.4,0.075
Myrcia_castrensis,Myiozetetes_similis,Gondim_(2002),gulper,1.25,12.86666667,6.6,0.16
Podocarpus_parlatorei,Zonotrichia_capensis,Blendinger,masher,1.25,9,6,0.15
Cytharexylum_myrianthum,Myiarchus_ferox,Correia_(1997),gulper,1.242236025,12.43333333,8.3,NA
Nectandra_megapotamica,Turdus_amaurochalinus,Krugel_et_al._(2006),gulper,1.234567901,12.48,8.700666667,1.851266667
Xylopia_aromatica,Mimus_saturninus,Gondim_(2002),gulper,1.227272727,12.15,4.3,0.710666667
Styrax_pohlii,Turdus_amaurochalinus,Gondim_(2002),gulper,1.222222222,12.48,7.2,0.27
Michelia_champaca,Tyrannus_savana,Oliveira_et_al._(2013),gulper,1.212121212,NA,8.5,NA
Talauma_ovata,Myiarchus_tyrannulus,Cazetta_et_al._(2002),gulper,1.209090909,13.8,7.3,NA
Schefflera_morototoni,Tersina_viridis,Purifica??o_et_al._(2015),masher,1.206896552,15.2,9.2,0.6
Ficus_guaranitica,Penelope_superciliaris,Gondim_(2002),gulper,1.2,25,14.25,NA
Pera_glabrata,Serpophaga_subcristata,Gondim_(2002),gulper,1.2,NA,3.7075,0.0255
Talauma_ovata,Pitangus_sulphuratus,Cazetta_et_al._(2002),gulper,1.195804196,16.35,7.3,NA
Michelia_champaca,Pitangus_sulphuratus,Oliveira_et_al._(2013),gulper,1.194871795,16.35,8.5,NA
Ocotea_pulchella,Myiodynastes_maculatus,Francisco_e_Galetti_(2002),gulper,1.187648456,15.92,6.153,0.192816667
Ouratea_castanaefolia,Pitangus_sulphuratus,Gondim_(2002),gulper,1.176470588,16.35,5.8,0.08
Alchornea_glandulosa,Thraupis_sayaca,Pascotto_(2006),masher,1.173529412,12,4.4,0.075
Talauma_ovata,Tangara_cayana,Cazetta_et_al._(2002),masher,1.162790698,8.65,7.3,NA
Byrsonima_intermedia,Turdus_leucomelas,Gondim_(2002),gulper,1.145833333,14.1125,8.2225,0.27
Alchornea_glandulosa,Turdus_albicollis,Pascotto_(2006),gulper,1.13507378,12.51891892,4.4,0.075
Davilla_elliptica,Pachyramphus_validus,Gondim_(2002),gulper,1.133333333,15.2125,5.5,0.08
Myrcia_fallax,Manacus_manacus,Correia_(1997),gulper,1.127819549,10.5826087,5.4,0.14
Pera_glabrata,Coereba_flaveola,Francisco_et_al._(2007),masher,1.113981763,5.922222222,3.7075,0.0255
Nectandra_megapotamica,Myiodynastes_maculatus,Krugel_et_al._(2006),gulper,1.095890411,15.92,8.700666667,1.851266667
Myrsine_coriacea,Myiarchus_ferox,Correia_(1997),gulper,1.092896175,12.43333333,3.262,0.025558333
Cupania_vernalis,Pachyramphus_validus,Gondim_(2002),gulper,1.09,15.2125,8.75,0.52
Laurus_nobilis,Sylvia_atricapilla,Hampe_2003,gulper,1.09,NA,NA,NA
Alchornea_glandulosa,Cyclarhis_gujanensis,Pascotto_(2006),gulper,1.078838174,11.1,4.4,0.075
Cupania_vernalis,Turdus_leucomelas,Gondim_(2002),gulper,1.076923077,14.1125,8.75,0.52
Savia_dictiocarpa,Dacnis_cayana,Gondim_(2002),masher,1.076923077,8.03,5.6,0.05
Tabernaemontana_fuchsaefolia,Turdus_leucomelas,Gondim_(2002),gulper,1.075,14.1125,6.6,0.16
Pera_glabrata,Tangara_cayana,Gondim_(2002),masher,1.074074074,8.65,3.7075,0.0255
Michelia_champaca,Thraupis_sayaca,Oliveira_et_al._(2013),masher,1.072580645,12,8.5,NA
Ilex_cerasifolia,Elaenia_flavogaster,Gondim_(2002),gulper,1.068027211,10.7,4.9,0.06
Faramea_hyacinthina,Antilophia_galeata,Melo_et_al._(2003),gulper,1.0625,7.3,8.9,0.39
Miconia_cinnamomifolia,Capsiempis_flaveola,Correia_(1997),gulper,1.060070671,8.3,3.2,NA
Ocotea_pulchella,Myiarchus_tyrannulus,Francisco_e_Galetti_(2002),gulper,1.04,13.8,6.153,0.192816667
Viscum_album,Cyanistes_caeruleus,Mellado_and_Zamora,masher,1.03,8.3,7.5,NA
Xylopia_aromatica,Dacnis_cayana,Gondim_(2002),masher,1.029411765,8.03,4.3,0.710666667
Podocarpus_parlatorei,Turdus_nigriceps,Blendinger,gulper,1.02,13.5,6,0.15
Xylopia_sericea,Ramphocelus_bresilius,Correia_(1997),masher,1.01010101,11.73061224,7.4,NA
Michelia_champaca,Tyrannus_albogularis,Oliveira_et_al._(2013),gulper,1.005025126,NA,8.5,NA
Myrsine_coriacea,Brotogeris_versicolurus,Pascotto_(2007),masher,1.003344482,9.9,3.262,0.025558333
Amaioua_guianensis,Turdus_amaurochalinus,Gondim_(2002),gulper,1,12.48,9.573333333,0.93
Byrsonima_intermedia,Pitangus_sulphuratus,Gondim_(2002),gulper,1,16.35,8.2225,0.27
Copaifera_langsdorffii,Mimus_saturninus,Motta-Jr_e_Lombardi_(1990),gulper,1,12.15,9,0.68
Copaifera_langsdorffii,Dacnis_cayana,Gondim_(2002),masher,1,8.03,9,0.68
Cupania_vernalis,Empidonomus_varius,Gondim_(2002),gulper,1,11.5,8.75,0.52
Didymopanax_vinosum,Cyanocorax_chrysops,Gondim_(2002),gulper,1,19.5,6,NA
Doliocarpus_dentatus,Myiodynastes_maculatus,Gondim_(2002),gulper,1,15.92,6.317807018,0.118333333
Duguetia_lanceolata,Nemosia_pileata,Gondim_(2002),masher,1,NA,9.6,0.72
Ficus_calyptroceras,Pitangus_sulphuratus,Ragusa-Netto,gulper,1,16.35,10.1,NA
Ficus_guaranitica,Elaenia_flavogaster,Gondim_(2002),gulper,1,12.7,14.25,NA
Guarea_guidonia,Turdus_amaurochalinus,Correia_(1997),gulper,1,12.48,11,12.85
Lacistema_hasslerianum,Thraupis_sayaca,Gondim_(2002),masher,1,12,5.85,0.115
Miconia_albicans,Arremon_flavirostris,Gondim_(2002),masher,1,8.9,7.62,0.195
Miconia_albicans,Turdus_leucomelas,Gondim_(2002),gulper,1,14.1125,7.62,0.195
Miconia_stenostachya,Myiodynastes_maculatus,Gondim_(2002),gulper,1,15.92,7.4,0.196
Morus_rubra,Pheucticus_ludovicianus,Jackson_and_Kannan,masher,1,NA,10,NA
Myrcia_castrensis,Pitangus_sulphuratus,Gondim_(2002),gulper,1,16.35,6.6,0.16
Ocotea_corymbosa,Megarynchus_pitangua,Gondim_(2002),gulper,1,18,5.7,0.18
Ocotea_corymbosa,Celeus_flavescens,Gondim_(2002),gulper,1,15.75,5.7,0.18
Ocotea_pulchella,Thraupis_sayaca,Gondim_(2002),masher,1,12,6.153,0.192816667
Palicourea_marcgravii,Cyclarhis_gujanensis,Gondim_(2002),gulper,1,11.1,7.7,0.19
Piptocarpa_leprosa,Pachyramphus_validus,Gondim_(2002),gulper,1,15.2125,NA,NA
Piptocarpa_leprosa,Camptostoma_obsoletum,Gondim_(2002),gulper,1,7.08125,NA,NA
Piptocarpa_leprosa,Tyrannus_melancholicus,Gondim_(2002),gulper,1,14.63333333,NA,NA
Podocarpus_parlatorei,Tyrannus_melancholicus,Blendinger,gulper,1,14.63333333,6,0.15
Prunus_myrtifolia,Elaenia_flavogaster,Gondim_(2002),gulper,1,10.7,8.8,0.28
Siparuna_guianensis,Patagioenas_cayennensis,Gondim_(2002),gulper,1,NA,3.9,0.03
Siparuna_guianensis,Dacnis_cayana,Gondim_(2002),masher,1,8.03,3.9,0.03
Styrax_pohlii,Pachyramphus_validus,Gondim_(2002),gulper,1,15.2125,7.2,0.27
Tabernaemontana_fuchsaefolia,Leptotila_rufaxilla,Gondim_(2002),gulper,1,8.642857143,6.6,0.16
Tabernaemontana_fuchsaefolia,Myiarchus_tyrannulus,Gondim_(2002),gulper,1,13.8,6.6,0.16
Talauma_ovata,Myiarchus_ferox,Cazetta_et_al._(2002),gulper,1,12.43333333,7.3,NA
Tapirira_guianensis,Turdus_leucomelas,Gondim_(2002),gulper,1,14.1125,9.1,0.58
Tapirira_guianensis,Vireo_olivaceus,Gondim_(2002),gulper,1,10.23571429,9.1,0.58
Tapirira_guianensis,Nemosia_pileata,Gondim_(2002),masher,1,NA,9.1,0.58
Trattinnickia_lawrencei,Phoenicircus_nigricollis,Parrado-Rosselli_and_Amaya-Espinel,gulper,1,NA,NA,NA
Trichilia_pallida,Myiarchus_tyrannulus,Gondim_(2002),gulper,1,13.8,7.6,0.47
Xylopia_aromatica,Myiarchus_tyrannulus,Gondim_(2002),gulper,1,13.8,4.3,0.710666667
Alchornea_glandulosa,Dacnis_cayana,Zimmermann_(1996),masher,0.98245614,8.03,4.4,0.075
Eugenia_uniflora,Turdus_rufiventris,Colussi_e_Prestes_(2011),gulper,0.980392157,14.50625,18.95,0.76
